,0,1,2,3,4,5,6,7
1635,"And she's my light My shining star She's so dear to me yes she is, she is My rabbit's foot, my lucky charm Yes she is, yes she is Whoa whoa whoa oh Every time that something good happens in my life You're always there for me, looking good by my side Picture you down, pullin' up your panty hose And you always got that sexy underwear on So much good has come my way Since she came in my life I'll never push you away or brush you off to the side See girl I See my luck has changed for the better See I got so much love for you in these arms Don't you know that you're my good luck charm Where you are forever girl ain't no harm Ain't nobody else can borrow it, I won't allow it See I got so much love for you in these arms Don't you know that you're my good luck charm Lovin' you forever girl and never do I Wanna go without, my good luck charm Like a rabbits foot on keys, or some lucky dice All I want or need, I ain't gotta ask twice Where would I be? what would I do Without you looking out for me? Probably be, probably be in these streets Without you in my life, My future ain't the same, no And I'm not wanting the blame Baby I, know I been around, I'm Tired of messing around, I Got so much love See I got so much love for you in these arms Don't you know that you're my good luck charm Where you are forever girl ain't no harm Ain't nobody else can borrow it, I won't allow it See I got so much love for you in these arms Don't you know that you're my good luck charm Lovin' you forever girl and never do I Wanna go without, my good luck charm And I'd throw away this ice, and Give up my J.E. pieces, Just to get a piece of your love forever And I knew you were a keeper So baby girl I'm keepin' you. Can't think about letting you go no no It seems like every situation I been facing, You know what to do to save me So I know you bring me love, So I'm standing strong like a soldier, I know how to hold you, I'm saying this to let you know I got so oh See I got so much love for you in these arms Don't you know that you're my good luck charm Where you are forever girl ain't no harm Ain't nobody else can borrow it, I won't allow it See I got so much love for you in these arms Don't you know that you're my good luck charm Lovin' you forever girl and never do I Wanna go without, my good luck charm See you're my yeah See you're my See you're my yeah See you're my See you're my yeah See you're my See you're my yeah See you're my See you're my yeah See you're my See you're my yeah See you're my",,,,,,,
1636,,,,,,,,
1637,,,,,,,,
1638,,,,,,,,
1639,,,,,,,,
1640,,,,,,,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,,,,
1644,,,,,,,,
1645,,,,,,,,
1646,,,,,,,,
1647,"Golden rubbers in these denim pockets (denim pockets) On my waist, there's a black Glock (black Glock) New girl moved on the block (on the block) She been plottin' on my brown cock (brown cock) Last night I slept over hers (over hers) During sex, I overheard (I overheard) A sword sliced the air, I pulled out the na-na Rolled off the bed then shot back, pa-pa Blood on the sheets probably spillin' from my gash Looked out the glass, seen you sprintin' on the grass A real ninja with the blade and the mask Got them gold ninja stars and red Supreme nunchuks Now she tryna patch me up, but Girl, I was just tryna get a nutbust If that's your ex, you should probably own a pistol But I'm guessin' it's wiser to exit with dude The blinds wide open so he can See you in the dark when you're sleepin' Think about it, fresh out the shower You touch yourself after hours Ain't no man allowed in your bedroom You're sleeping alone in your bed But check your window, he's at your window The night light hits off, turnin' kisses to bites I'm a down to earth nigga with intentions that's right You'll be down in earth quicker if you diss me tonight But I'll be the happiest if you decide to kick it tonight We can chill and I can act like I don't wanna fuck You can tell me all your problems like I really give one But I give two for us 'cause you're the one that I want Don't wanna seem like a punk pussy that sips on the punk pussy See when I'm with my friends I just put on a front But in the back of my top I'm writing songs about we We as including I and yourself, making three Little ones ? pretty hard if you ask me You're a pretty broad in the top three Of things that I've been waiting to come, so Meet me by the lake around 10 and skinny dippin' and then We can begin the pretend game, I wanna be Finn from Adventure in Time The blinds wide open so he can See you in the dark when you're sleepin' Think about it, fresh out the shower You touch yourself after hours Ain't no man allowed in your bedroom You're sleeping alone in your bed But check your window, he's at your window One, two, you're the girl that I want Three, four, five, six, seven, shit Eight is the bullets if you say no after all this And I just couldn't take it, you're so motherfuckin' gorgeous Gorgeous, baby you're gorgeous I just wanna drag you're lifeless body to the forest And fornicate with it but that's because I'm in love with You cunt I just wanna talk, and conversate Cause I usually just stalk you and masturbate And I finally got the courage to ask you on a date So just say yes, let the future fall into place I just wanna talk, and conversate Cause I usually just stalk you and masturbate And I finally got the courage to ask you on a date So just say yes, let the future fall into place cunt The blinds wide open so he can See you in the dark when you're sleepin' Think about it, fresh out the shower You touch yourself after hours Ain't no man allowed in your bedroom You're sleeping alone in your bed But check your window, he's at your window One, two, you're the girl that I want Three, four, five, six, seven, shit Eight is the bullets if you say no after all this And I just couldn't take it, you're so motherfuckin' gorgeous Gorgeous, baby you're gorgeous",,,,,,,
1648,,,,,,,,
1649,Work it Make it Do it Make us Harder Better Faster Stronger More than Hour Our Never Ever After Work is Over Work it Make it Do it Make us Harder Better Faster Stronger Work it harder Make it better Do it faster Makes us stronger More than ever Hour after Our work is Never over Work it harder Make it better Do it faster Makes us stronger Work it harder Make it better Do it faster Makes us stronger Work it harder Make it better Do it faster Makes us stronger Work it harder Make it better Do it faster Makes us stronger Work it harder Make it better Do it faster Makes us stronger Work it harder Make it better Do it faster Makes us stronger Work it harder make it Do it faster makes us More than ever hour Our work is Work it harder make it Do it faster makes us More than ever hour Our work is never over Work it harder Make it better Do it faster Makes us stronger Work it harder make it Do it faster makes us More than ever hour Our work is Work it harder make it Do it faster makes us More than ever hour Our work is never over Work it harder Make it better Do it faster Makes us stronger Work it harder Do it faster More than ever Our work is never over Work it harder Make it better Do it faster Makes us stronger,,,,,,,
1650,,,,,,,,
1651,,,,,,,,
1652,"Welcome to the jungle we've got fun and games We got everything you want honey, we know the names We are the people that can find whatever you may need If you got the money, honey we got your disease Jungle, welcome to the jungle Watch it bring you to your shun n-n-n-n-n-n-n-n knees, knees Uh, I, I want to watch you bleed Welcome to the jungle we take it day by day If you want it you're gonna bleed but it's the price to pay And you're a very sexy girl, very hard to please You can taste the bright lights but you won't get there for free In the jungle welcome to the jungle Feel my, my, my serpentine Ooh, I want to hear you scream Welcome to the jungle, it gets worse here every day You learn to live like an animal in the jungle where we play If you hunger for what you see you'll take it eventually You can have everything you want but you better not take it from me In the jungle, welcome to the jungle Watch it bring you to your knnn knne knees, knees I'm gonna watch you bleed And when you're high you never ever want to come down So down, so down, so down, yeah You know where you are? You're down in the jungle baby you're gonna die In the jungle welcome to the jungle Watch it bring you to your shun n-n-n-n-n-n-n-n knees, knees In the jungle welcome to the jungle Feel my, my, my serpentine In the jungle welcome to the jungle Watch it bring you to your shun n-n-n-n-n-n-n-n knees, knees In the jungle welcome to the jungle Watch it bring you to you Its gonna bring you down, ha!",,,,,,,
1653,"Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Cruised into a bar on the shore Her picture graced the grime on the door She's a long lost love at first bite Baby, maybe you're wrong But you know it's all right, that's right Back stage we're having the time Of our lives until somebody says Forgive me if I seem out of line Then she whipped out a gun And tried to blow me away Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady So never judge a book by its cover Or who you gonna love by your lover Love put me wise to her love in disguise She had the body of a Venus Lord, imagine my surprise Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Let me take a peek dear (Baby let me follow you down) Do me, do me, do me all night (Baby let me follow you down) Turn the other cheek dear (Baby let me follow you down) Do me, do me, do me, do me What a funky lady Oh, she like it, like it, like it, like it Oh, he was a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady Dude looks like a lady",,,,,,,
