,0,1
925,"Hey darling, I hope you're good tonight And I know you don't feel right when I'm leaving Yeah, I want it but no, I don't need it Tell me something sweet to get me by 'Cause I can't come back home 'til they're singin' La, la la la, la la la 'Til everyone is singin' If you can wait 'til I get home (I get home) Then I swear to you that we can make this last (La la la) If you can wait 'til I get home (I get home) Then I swear come tomorrow, this will all be in our past It might be for the best And hey sweetie, but I need you here tonight And I know that you don't wanna be leaving Yeah, you want it but I can't help it I just feel complete when you're by my side But I know you can't come home 'til they're singin' La, la la la, la la la 'Til everyone is singin' La, la la la, la la la If you can wait 'til I get home Then I swear to you that we can make this last (La la la) If you can wait 'til I get home Then I swear come tomorrow, this will all be in our past It might be for the best You know you can't give me what I need And even though you mean so much to me I can wait through everything Is this really happening? I swear I'll never be happy again And don't you dare say we can just be friends I'm not some boy that you can sway We knew it'd happen eventually La, la la la, la la la Now everybody's singin' La, la la la, la la la Now everybody's singin' La, la la la, la la la (If you can wait 'til I get home) Now everybody's singin' La, la la la, la la la (Then I swear we can make this last) Now everybody's singin' La, la la la, la la la If you can wait 'til I get home Now everybody's singin' la, la la la, la la la Then I swear we can make this last Now everybody's singin' la",
926,,
927,"One day when I came home at lunchtime I heard a funny noise Went out to the backyard to find out if it was one of those rowdy boys Stood there was my neighbor called Peter and a flux capacitor He told me he'd built a time machine like one in a film I've seen yeah, yeah He said I've been to the year 3000 Not much has changed but they lived underwater And your great, great, great-granddaughter is pretty fine (Is pretty fine) He took me to the future in the flux thing and I saw everything Boy bands and another one and another one and another one Triple breasted women swim around town totally naked We drove around in the time machine like one in a film I've seen Yeah, yeah He said I've been to the year 3000 Not much has changed but they lived underwater And your great, great, great-granddaughter is pretty fine (Is pretty fine) I took a trip to the year 3000 This song had gone multi-platinum Everybody bought our seventh album It had outsold Michael Jackson I took a trip to the year 3000 this song had gone multi-platinum Everybody bought our seventh album We drove around in the time machine like one in a film I've seen Yeah, yeah I've been to the year 3000 Not much has changed but they lived underwater And your great, great, great-granddaughter is pretty fine She's pretty fine He said I've been to the year 3000 Not much has changed but they lived underwater And your great, great, great-granddaughter is pretty fine",
928,,
929,,
930,,
931,"You're in my arms And all the world is calm The music playing on for only two So close together And when I'm with you So close to feeling alive A life goes by Romantic dreams must die So I bid my goodbye And never knew So close, was waiting Waiting here with you And now, forever, I know All that I wanted To hold you so close So close to reaching That famous happy end Almost believing This one's not pretend And now you're beside me And look how far we've come So far we are, so close Oh how could I face the faceless days If I should lose you now We're so close to reaching That famous happy end Almost believing This one's not pretend Let's go on dreaming For we know we are So close, so close And still so far",
932,,
933,,
934,,
935,,
936,,
937,"Well I know the trouble when the trouble starts. I know the signals of a straying heart. I know the stirrings of a double-cross. I see suspicions arise around you. I know the chatter as it starts to creep. I know the walls as they ring and repeat. I know the secrets they were meant to keep. I see suspicions arise. It's a shame, I know, but it all shakes out real slow When the follies of your weekend hang like smoke onto your clothes. And the shame of it grows when you whisper it nice and low. But all the walls have ears my darling, and all bad things get known. And I know about you. I know about you. I know the ceiling when it starts to burn. I know the season when it starts to turn. And I know that the patterns that the wicked learn. And I see suspicions arise around you. I know the curtain and the way it falls. I know the burden and the pain it draws. I know you're sorry for something, But I don't know why. It's a shame, I know, but it all shakes out real slow When the follies of your weekend hang like smoke onto your clothes. And the shame of it grows when you whisper it nice and low (whisper it nice and low). But all the walls have ears my darling, and all bad things get known. And I know about you (I know about you). I know about you. It's a shame, I know, but it all shakes out real slow When the follies of your weekend hang like smoke onto your clothes. And the shame of it grows when you whisper it nice and low (whisper it nice and low). But all the walls have ears my darling, and all bad things get known. And I know about you. I know about you (I know about you). I know about you (I know about you). I know about you.",
