,0,1
399,"Please don't go, please don't go Please don't go, please don't go Please don't go, please don't go Please don't go, please don't go Babe, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, please don't go Baby, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, don't go Don't go away Please don't go, don't go I'm begging you to stay If you leave at least in my lifetime I've had one dream come true I was blessed to be loved By someone as wonderful as you Please don't go, don't go Don't go away Please don't go, don't go I'm begging you to stay Babe, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, don't go Don't go away Hey, hey, hey I need your love, I'm down on my knees Beggin' please, please, please Don't go, don't you hear me baby Don't leave me now, oh, no, no Don't go, please don't go I want you to know That I, I, I, love you so",
400,,
401,,
402,"Please don't go, please don't go Please don't go, please don't go Please don't go, please don't go Please don't go, please don't go Babe, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, please don't go Baby, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, don't go Don't go away Please don't go, don't go I'm begging you to stay If you leave at least in my lifetime I've had one dream come true I was blessed to be loved By someone as wonderful as you Please don't go, don't go Don't go away Please don't go, don't go I'm begging you to stay Babe, I love you so I want you to know That I'm going to miss your love The minute you walk out that door Please don't go, don't go Don't go away Hey, hey, hey I need your love, I'm down on my knees Beggin' please, please, please Don't go, don't you hear me baby Don't leave me now, oh, no, no Don't go, please don't go I want you to know That I, I, I, love you so",
403,,
404,,"While I sit in here, a sentimental face stares And a voice says hi, so So what you gotta what you gotta disdain. C'mon let's get high C'mon look so, you got next oh, Walk 25 miles oh Well I'm bored I'm bored. C'mon let's get high. C'mon let's get high. C'mon let's get high. High. Well I found a new way I found a new way. C'mon doll and use me; I don't need your sympathy. Ulysses I'll find a new way I'll find a new way, baby. I'm not Ulysses, I'm boy Ulysses No, but you are now, boy. So sinister, so sinister, Last night was wild. What's a matter there, feeling kinda anxious? That hot blood, grew cold. Yeah everyone, everybody knows it. Yeah everyone, everybody know it. Everybody knows I Ulysses I'll find a new way. I'll find a new way, baby. Ulysses I'll find a new way. Well I'll find a new way, baby. Oh, Oh, then suddenly you know You're never going home You're never [Repeat: x6] You're never going home. Not Ulysses, baby. No, You're not Ulysses"
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,The creator of what's now cliche had some funny words to say ?All you little things are incomplete? Why did he speak of us that way? I don't cry not 'cause I don't care It's very hard to feel the way we used to feel up there The creator of what's now cliche Wants us little things to cry and feel alone But don't don't lose hope no no no no No no no don't feel sad 'cause it's a violent world But there's still beauty I'll take care of you if you take care of me I like to sit and listen to the sound Of the snowflakes landing on the trees But I can't get used to feeling cold I can't get used to what has happened here to you and me There's no escaping so I won't try It's just the heaviness that comes with knowing you will never die,
413,,"I'm spending my time, Walking spirals in line, Did I ever honestly believe, A change of mind, And then a change of position, Only action no reaction no, This time is mine, together we can't spend it anyway, Nothing is gonna change nothing is ever gonna change And I'm a trigger, You're my gun Don't you wanna come, Don't you taste the times that come, Back and forth in one, Don't you wanna come, If I could take you to a better place She is a monument, And everyone is talking, Like a vision it's all crystal clear, A change of mind and then a change of position, Did we ever honestly believe, Watching dead bodies and bombs falling from the sky, Nothing's gonna change, nothing is ever gonna change And I'm a trigger, You're my gun, Don't you wanna come, Don't you taste the times that come, Back and forth in one"
